Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2021","1000 t","877"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2021","1000 t","1359"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2021","1000 t","159"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Fermented","2021","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2021","1000 t","-89"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2021","1000 t","23210"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2021","kg/cap","2.94"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2021","kcal/cap/d","3.65"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2021","Kcal","10494836.26"
"Food Balances (2010-)","World","Production","Beverages, Fermented","2022","1000 t","23682"
"Food Balances (2010-)","World","Import quantity","Beverages, Fermented","2022","1000 t","1203"
"Food Balances (2010-)","World","Stock Variation","Beverages, Fermented","2022","1000 t","430"
"Food Balances (2010-)","World","Export quantity","Beverages, Fermented","2022","1000 t","1270"
"Food Balances (2010-)","World","Losses","Beverages, Fermented","2022","1000 t","165"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Fermented","2022","1000 t","2"
"Food Balances (2010-)","World","Residuals","Beverages, Fermented","2022","1000 t","-113"
"Food Balances (2010-)","World","Food","Beverages, Fermented","2022","1000 t","23130"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Fermented","2022","kg/cap","2.91"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Fermented","2022","kcal/cap/d","3.63"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Fermented","2022","Kcal","10519506.28"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2010","1000 t","23181"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2010","1000 t","4039"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2010","1000 t","-240"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2010","1000 t","3960"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2010","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2010","1000 t","53"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2010","1000 t","1105"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2010","1000 t","22341"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2010","kg/cap","3.23"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2010","kcal/cap/d","25.05"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2010","Kcal","63225925.2"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2011","1000 t","24911"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2011","1000 t","3955"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2011","1000 t","125"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2011","1000 t","4146"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2011","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2011","1000 t","50"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2011","1000 t","1272"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2011","1000 t","23273"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2011","kg/cap","3.32"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2011","kcal/cap/d","25.78"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2011","Kcal","65863032.09"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2012","1000 t","25624"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2012","1000 t","4103"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2012","1000 t","379"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2012","1000 t","4421"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2012","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2012","1000 t","53"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2012","1000 t","1171"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2012","1000 t","23704"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2012","kg/cap","3.33"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2012","kcal/cap/d","25.81"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2012","Kcal","67082042.88"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2013","1000 t","26339"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2013","1000 t","4280"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2013","1000 t","2342"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2013","1000 t","4689"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2013","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2013","1000 t","63"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2013","1000 t","1202"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2013","1000 t","22323"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2013","kg/cap","3.1"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2013","kcal/cap/d","24.01"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2013","Kcal","63175050.96"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2014","1000 t","29452"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2014","1000 t","4143"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2014","1000 t","1261"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2014","1000 t","4669"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2014","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2014","1000 t","48"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2014","1000 t","528"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2014","1000 t","27088"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2014","kg/cap","3.71"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2014","kcal/cap/d","28.78"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2014","Kcal","76660067.57"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2015","1000 t","27408"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2015","1000 t","3913"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2015","1000 t","1823"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2015","1000 t","4417"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2015","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2015","1000 t","27"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2015","1000 t","461"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2015","1000 t","24592"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2015","kg/cap","3.33"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2015","kcal/cap/d","25.82"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2015","Kcal","69596491.83"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2016","1000 t","26675"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2016","1000 t","4034"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2016","1000 t","1877"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2016","1000 t","4693"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2016","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2016","1000 t","27"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2016","1000 t","466"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2016","1000 t","23646"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2016","kg/cap","3.17"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2016","kcal/cap/d","24.54"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2016","Kcal","66917944.67"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2017","1000 t","26920"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2017","1000 t","4394"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2017","1000 t","1651"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2017","1000 t","4839"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2017","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2017","1000 t","54"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2017","1000 t","459"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2017","1000 t","24311"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2017","kg/cap","3.22"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2017","kcal/cap/d","24.94"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2017","Kcal","68800950.35"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2018","1000 t","27568"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2018","1000 t","4606"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2018","1000 t","2354"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2018","1000 t","5018"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2018","1000 t","1"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2018","1000 t","53"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2018","1000 t","70"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2018","1000 t","24678"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2018","kg/cap","3.23"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2018","kcal/cap/d","25.04"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2018","Kcal","69837940.64"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2019","1000 t","28446"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2019","1000 t","4890"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2019","1000 t","2998"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2019","1000 t","5193"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2019","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2019","1000 t","46"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2019","1000 t","15"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2019","1000 t","25085"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2019","kg/cap","3.24"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2019","kcal/cap/d","25.14"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2019","Kcal","70989270.81"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2020","1000 t","27116"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2020","1000 t","4540"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2020","1000 t","916"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2020","1000 t","4985"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2020","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2020","1000 t","10"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2020","1000 t","11"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2020","1000 t","25735"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2020","kg/cap","3.29"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Beverages, Alcoholic","2020","kcal/cap/d","25.54"
"Food Balances (2010-)","World","Food supply (kcal)","Beverages, Alcoholic","2020","Kcal","72829929.34"
"Food Balances (2010-)","World","Production","Beverages, Alcoholic","2021","1000 t","26904"
"Food Balances (2010-)","World","Import quantity","Beverages, Alcoholic","2021","1000 t","5358"
"Food Balances (2010-)","World","Stock Variation","Beverages, Alcoholic","2021","1000 t","378"
"Food Balances (2010-)","World","Export quantity","Beverages, Alcoholic","2021","1000 t","5692"
"Food Balances (2010-)","World","Other uses (non-food)","Beverages, Alcoholic","2021","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Beverages, Alcoholic","2021","1000 t","11"
"Food Balances (2010-)","World","Residuals","Beverages, Alcoholic","2021","1000 t","19"
"Food Balances (2010-)","World","Food","Beverages, Alcoholic","2021","1000 t","26161"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Beverages, Alcoholic","2021","kg/cap","3.32"
